species,scheme,metric,distribution,mean,std,median,q1,q3,iqr,min,max,lower_bound,upper_bound,warn_lower,warn_upper,FINAL_LOWER,FINAL_UPPER,WARN_LOWER,WARN_UPPER,species,count,refseq_count,refseq_distribution,refseq_mean,refseq_std,refseq_median,refseq_q1,refseq_q3,refseq_iqr,refseq_min,refseq_max,refseq_lower_bound,refseq_upper_bound,refseq_warn_lower,refseq_warn_upper,KS_statistic,KS_p_value,Wasserstein_Distance
Micrococcus luteus,qualibact-v1.0,GC_Content,non-normal,73.00087142857143,0.16648190239942143,73.0284,72.906575,73.11779999999999,0.21122499999998468,72.3704,73.3499,72.5082395,73.3181285,72.630075,73.2758275,72.5082,73.3181,72.6301,73.2758,Micrococcus luteus,280,33,normal,72.97703939393939,0.10083855665728014,72.9789,72.9208,73.0547,0.13389999999999702,72.7007,73.1443,72.7119,73.1427,72.75670000000001,73.13629999999999,0.25551948051948054,0.03471923074029157,0.06172432900432996
Micrococcus luteus,qualibact-v1.0,Completeness_Specific,non-normal,99.9470357142857,0.35157624474265486,99.99,99.98,100.0,0.01999999999999602,94.71,100.0,98.19835,100.0,99.7595,100.0,92.37,100.0,99.76,100.0,Micrococcus luteus,280,33,non-normal,97.66303030303031,1.890745379470969,98.58,98.03,98.7,0.6700000000000017,92.37,98.93,92.4116,98.89320000000001,92.578,98.74600000000001,0.9892857142857143,3.160991989922536e-41,2.2840054112554093
Micrococcus luteus,qualibact-v1.0,Contamination,non-normal,0.3177857142857143,0.3813941865186255,0.20500000000000002,0.02,0.5025,0.48249999999999993,0.0,2.83,0.0,1.8815000000000055,0.0,1.3524999999999978,0.0,2.3,0.0,1.35,Micrococcus luteus,280,33,non-normal,0.6709090909090908,0.41649594298554216,0.46,0.46,0.92,0.46,0.23,2.3,0.23,2.1159999999999997,0.23,1.379999999999999,0.5912337662337662,2.956392722589383e-10,0.35771428571428565
Micrococcus luteus,qualibact-v1.0,Total_Coding_Sequences,non-normal,2336.3678571428572,110.26968743420258,2320.0,2261.0,2379.0,118.0,2169.0,2892.0,2176.395,2869.235,2195.975,2566.249999999998,2176.4,2869.24,2195.98,2566.25,Micrococcus luteus,280,33,normal,2361.090909090909,69.88924729207163,2353.0,2307.0,2385.0,78.0,2251.0,2548.0,2252.6,2545.76,2259.0,2536.8,0.24696969696969698,0.0449163604225575,38.5858225108225
Micrococcus luteus,qualibact-v1.0,Genome_Size,non-normal,2519355.2642857144,75923.88487130767,2516507.5,2461413.75,2564195.25,102781.5,2370055.0,2982654.0,2382742.11,2750189.3850000002,2399494.625,2662896.175,2382742.11,2750189.38,2399494.62,2662896.17,Micrococcus luteus,280,33,normal,2530227.0,64808.8151257219,2524094.0,2483045.0,2568668.0,85623.0,2414459.0,2686177.0,2418074.52,2681599.72,2432536.6,2663290.6,0.12326839826839826,0.7118738911023563,15613.457142857138
Moraxella bovoculi,qualibact-v1.0,N50,non-normal,238843.17874396135,103576.63799160687,208137.0,177219.0,258231.5,81012.5,54751.0,549372.0,65682.71,535696.0599999999,88875.65,501205.45,65682.71,535696.06,88875.65,501205.45,Moraxella bovoculi,207,0,,,,,,,,,,,,,,,,
Moraxella bovoculi,qualibact-v1.0,number,non-normal,33.14975845410628,12.753394449712781,32.0,23.5,40.0,16.5,13.0,89.0,13.03,75.75999999999999,14.0,61.849999999999994,13.03,75.76,14.0,61.85,Moraxella bovoculi,207,0,,,,,,,,,,,,,,,,
Moraxella bovoculi,qualibact-v1.0,longest,non-normal,493771.10628019326,169193.9095579269,465169.0,354667.5,597940.0,243272.5,180578.0,1002477.0,199228.28,918528.11,228926.45,860268.1,199228.28,918528.11,228926.45,860268.1,Moraxella bovoculi,207,0,,,,,,,,,,,,,,,,
Moraxella bovoculi,qualibact-v1.0,GC_Content,non-normal,45.54987971014493,0.1387485010544024,45.5794,45.48735,45.65885,0.17150000000000176,45.0555,45.7579,45.113158999999996,45.727692000000005,45.17186,45.716695,45.1132,45.7277,45.1719,45.7167,Moraxella bovoculi,207,9,normal,45.463100000000004,0.15796709924678798,45.5098,45.3145,45.5983,0.2837999999999994,45.2481,45.6867,45.248152,45.684476000000004,45.24836,45.675580000000004,0.32367149758454106,0.2697208498934077,0.09523671497584436
Moraxella bovoculi,qualibact-v1.0,Completeness_Specific,non-normal,99.99980676328502,0.0013765996955345213,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,100.0,100.0,95.49,100.0,100.0,100.0,Moraxella bovoculi,207,9,normal,96.77333333333334,0.8838300490227475,97.2,95.87,97.63,1.759999999999991,95.49,97.82,95.5052,97.8184,95.566,97.812,1.0,8.395763735795273e-16,3.2264734299516915
Moraxella bovoculi,qualibact-v1.0,Contamination,non-normal,0.13864734299516907,0.1645990774863743,0.1,0.07,0.14,0.07,0.0,1.12,0.0,1.1079,0.011500000000000003,0.6479999999999996,0.0,1.8,0.01,0.65,Moraxella bovoculi,207,9,non-normal,1.52,0.3012197426021962,1.61,1.44,1.7,0.26,0.77,1.8,0.7952,1.8,0.896,1.8,0.9758454106280193,1.680831899906214e-12,1.381352657004831
Moraxella bovoculi,qualibact-v1.0,Total_Coding_Sequences,non-normal,1981.4009661835748,51.2456299447911,1975.0,1939.5,2017.0,77.5,1894.0,2131.0,1894.21,2126.46,1903.45,2093.25,1894.21,2433.0,1903.45,2093.25,Moraxella bovoculi,207,9,normal,2203.6666666666665,140.41367454774482,2182.0,2100.0,2321.0,221.0,2028.0,2433.0,2028.84,2431.72,2032.2,2426.6,0.8115942028985508,1.511796435526235e-06,222.2657004830918
Moraxella bovoculi,qualibact-v1.0,Genome_Size,non-normal,2084776.463768116,43527.75020435299,2085277.0,2050202.5,2111117.5,60915.0,1997823.0,2226362.0,1998065.11,2202979.84,2015132.85,2183969.7,1998065.11,2400952.0,2015132.85,2183969.7,Moraxella bovoculi,207,9,normal,2233497.6666666665,98719.95005401221,2193233.0,2181826.0,2307542.0,125716.0,2084417.0,2400952.0,2086719.12,2399440.76,2095927.6,2393395.8,0.7777777777777778,6.404711320320679e-06,148721.20289855075
Moraxella catarrhalis,qualibact-v1.0,N50,non-normal,333240.4344405594,91561.61658520861,347950.5,244102.5,410677.75,166575.25,93526.0,500310.0,134696.9,478760.91,170490.0,468607.3,134696.9,478760.91,170490.0,468607.3,Moraxella catarrhalis,2288,0,,,,,,,,,,,,,,,,
Moraxella catarrhalis,qualibact-v1.0,number,non-normal,23.62937062937063,10.57109849448563,22.0,16.0,29.0,13.0,6.0,104.0,8.0,64.56500000000005,10.0,49.0,8.0,64.57,10.0,49.0,Moraxella catarrhalis,2288,0,,,,,,,,,,,,,,,,
Moraxella catarrhalis,qualibact-v1.0,longest,non-normal,549630.6713286713,129929.74965164716,480573.0,452719.25,664046.0,211326.75,204105.0,863806.0,288673.405,829454.4100000001,348594.775,786055.95,288673.41,829454.41,348594.78,786055.95,Moraxella catarrhalis,2288,0,,,,,,,,,,,,,,,,
Moraxella catarrhalis,qualibact-v1.0,GC_Content,non-normal,41.52478500874126,0.10401941062429548,41.51665,41.45915,41.612175,0.15302499999999952,41.1621,41.9397,41.2273435,41.733169499999995,41.316775,41.698865000000005,41.2273,41.7535,41.3168,41.6989,Moraxella catarrhalis,2288,13,normal,41.60065384615385,0.08559715681281678,41.5865,41.5461,41.6676,0.1214999999999975,41.4854,41.7535,41.486078,41.753482000000005,41.48879,41.75341,0.3723776223776224,0.04086163673715971,0.07635231643356655
Moraxella catarrhalis,qualibact-v1.0,Completeness_Specific,non-normal,99.99899038461538,0.0031406279480421396,100.0,100.0,100.0,0.0,99.97,100.0,99.99,100.0,99.99,100.0,98.18,100.0,99.99,100.0,Moraxella catarrhalis,2288,13,normal,98.74076923076922,0.3294625352451748,98.94,98.38,99.01,0.6300000000000097,98.18,99.04,98.183,99.0394,98.19500000000001,99.037,1.0,2.541808613999921e-34,1.2582211538461527
Moraxella catarrhalis,qualibact-v1.0,Contamination,non-normal,0.018133741258741263,0.0462233247358879,0.0,0.0,0.01,0.01,0.0,0.35,0.0,0.20565000000000055,0.0,0.16824999999999818,0.0,0.44,0.0,0.17,Moraxella catarrhalis,2288,13,non-normal,0.25307692307692303,0.07204535060903443,0.21,0.21,0.3,0.09,0.21,0.44,0.21,0.4352,0.21,0.4159999999999999,0.9947552447552448,1.3218167335383777e-27,0.23494318181818177
Moraxella catarrhalis,qualibact-v1.0,Total_Coding_Sequences,non-normal,1765.9204545454545,62.19199463754307,1765.0,1723.0,1803.0,80.0,1631.0,1985.0,1643.0,1949.565,1659.175,1903.8249999999998,1643.0,1949.56,1659.18,1903.82,Moraxella catarrhalis,2288,13,normal,1787.5384615384614,69.86758397097203,1785.0,1760.0,1796.0,36.0,1691.0,1949.0,1691.06,1946.48,1691.3,1936.3999999999999,0.23295454545454544,0.42121942278093266,24.559440559440553
Moraxella catarrhalis,qualibact-v1.0,Genome_Size,non-normal,1915503.958916084,50013.74611979566,1907958.0,1881005.5,1946051.75,65046.25,1811409.0,2093832.0,1821553.09,2054814.1400000001,1834549.125,2026560.6,1821553.09,2054814.14,1834549.12,2026560.6,Moraxella catarrhalis,2288,13,normal,1915419.076923077,57157.57314175979,1907985.0,1887974.0,1941566.0,53592.0,1832141.0,2045324.0,1832145.5,2042267.72,1832163.5,2030042.5999999999,0.14466783216783216,0.9146421109787368,11218.669580419579
Morganella morganii,qualibact-v1.0,N50,non-normal,390460.02843601897,244697.38331667468,329225.0,218421.75,487210.0,268788.25,36257.0,1213451.0,44370.47,1167315.2349999992,58788.75,1057323.45,44370.47,1167315.23,58788.75,1057323.45,Morganella morganii,422,0,,,,,,,,,,,,,,,,
Morganella morganii,qualibact-v1.0,number,non-normal,75.89573459715639,40.76511763664569,66.0,49.0,89.75,40.75,17.0,316.0,25.21,238.0,29.0,186.79999999999973,25.21,238.0,29.0,186.8,Morganella morganii,422,0,,,,,,,,,,,,,,,,
Morganella morganii,qualibact-v1.0,longest,non-normal,795195.528436019,397920.92503858946,734584.0,495440.0,1037060.25,541620.25,102275.0,1930776.0,150903.0,1836626.8299999998,194092.25,1644222.9499999997,150903.0,1836626.83,194092.25,1644222.95,Morganella morganii,422,0,,,,,,,,,,,,,,,,
Morganella morganii,qualibact-v1.0,GC_Content,non-normal,50.955780805687205,0.23550134690615165,51.00305,50.901300000000006,51.100375,0.19907499999999345,49.8576,51.4157,50.100411,51.310348,50.30527,51.25016,50.1004,51.3706,50.3053,51.2502,Morganella morganii,422,82,non-normal,50.84556829268292,0.3131389747879232,50.97525,50.722125,51.06115,0.33902499999999947,50.1631,51.3706,50.1648415,51.3542785,50.1920475,51.1673375,0.18940006935614379,0.012325863214767975,0.11508885099988433
Morganella morganii,qualibact-v1.0,Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,84.69,100.0,100.0,100.0,Morganella morganii,422,82,normal,91.0431707317073,2.5553157783233456,90.79499999999999,89.1625,92.39750000000001,3.2350000000000136,84.69,98.14,85.17195,98.12785,86.46925,96.317,1.0,2.5616686492157113e-96,8.956829268292683
Morganella morganii,qualibact-v1.0,Contamination,non-normal,0.30774881516587677,0.13229080216499833,0.27,0.2225,0.35,0.12749999999999997,0.05,1.18,0.13,0.8852999999999974,0.16,0.68,0.13,20.99,0.16,0.68,Morganella morganii,422,82,non-normal,9.890243902439025,4.927308911692396,8.82,6.199999999999999,14.465,8.265,2.18,20.99,2.261,20.459449999999997,2.52025,19.17,1.0,2.5616686492157113e-96,9.582495087273148
Morganella morganii,qualibact-v1.0,Total_Coding_Sequences,non-normal,3769.3317535545025,199.8251460445151,3739.0,3618.0,3912.75,294.75,3382.0,4426.0,3402.63,4308.69,3436.55,4215.9,3402.63,4315.0,3436.55,4215.9,Morganella morganii,422,82,non-normal,3937.012195121951,185.66988105055643,3929.0,3768.5,4114.75,346.25,3557.0,4315.0,3570.77,4305.28,3617.1,4265.799999999999,0.3634839902901399,1.2886344078472885e-08,168.20650791815976
Morganella morganii,qualibact-v1.0,Genome_Size,non-normal,3984513.547393365,176287.77126612503,3955738.0,3846648.0,4099509.5,252861.5,3656950.0,4582194.0,3687100.835,4451109.35,3708882.05,4379694.55,3687100.84,4451109.35,3708882.05,4379694.55,Morganella morganii,422,82,non-normal,4090428.7560975607,168850.05705911783,4095823.0,3948536.25,4248606.75,300070.5,3745551.0,4409525.0,3763910.46,4398592.835,3799913.375,4355239.125,0.269737602589296,6.652274049983823e-05,108254.52878279965
Mycobacterium abscessus,qualibact-v1.0,N50,non-normal,466278.7413635533,382960.25361481524,316797.0,215736.5,580873.0,365136.5,31169.0,2741880.0,74696.3,1904740.0,109522.0,1434734.5,74696.3,1904740.0,109522.0,1434734.5,Mycobacterium abscessus,5471,0,,,,,,,,,,,,,,,,
Mycobacterium abscessus,qualibact-v1.0,number,non-normal,51.824529336501556,32.3552455877992,48.0,27.0,66.0,39.0,4.0,361.0,8.0,173.64999999999964,11.0,131.0,8.0,173.65,11.0,131.0,Mycobacterium abscessus,5471,0,,,,,,,,,,,,,,,,
Mycobacterium abscessus,qualibact-v1.0,longest,non-normal,908031.2834947907,519628.3251280845,732948.0,505831.0,1203280.0,697449.0,128531.0,2741880.0,216795.3,2467768.9499999997,277246.75,2173212.5,216795.3,2467768.95,277246.75,2173212.5,Mycobacterium abscessus,5471,0,,,,,,,,,,,,,,,,
Mycobacterium abscessus,qualibact-v1.0,GC_Content,non-normal,64.1475627307622,0.0763863983184971,64.1423,64.10865,64.1976,0.08894999999999698,63.7561,64.4173,63.91284,64.30446500000001,63.987375,64.2896,63.9128,64.3238,63.9874,64.2896,Mycobacterium abscessus,5471,102,non-normal,64.1522862745098,0.07113445572999912,64.1481,64.1143,64.20907500000001,0.09477500000001271,63.9369,64.3238,63.9403845,64.2994085,63.961304999999996,64.2590275,0.1248346898620534,0.08073875140007414,0.011903241691484502
Mycobacterium abscessus,qualibact-v1.0,Completeness_Specific,non-normal,99.99972034363005,0.0016487437685266003,100.0,100.0,100.0,0.0,99.99,100.0,99.99,100.0,99.99,100.0,96.05,100.0,99.99,100.0,Mycobacterium abscessus,5471,102,non-normal,98.5230392156863,0.6707791624198228,98.66,98.35499999999999,99.0175,0.6625000000000085,96.05,99.27,96.20655,99.2397,96.66575,99.21,1.0,3.861365414031768e-220,1.4766811279437753
Mycobacterium abscessus,qualibact-v1.0,Contamination,non-normal,0.25136355328093585,0.13514388298582183,0.22,0.17,0.31,0.13999999999999999,0.02,1.98,0.07,0.8929999999999927,0.1,0.5725,0.07,2.47,0.1,0.57,Mycobacterium abscessus,5471,102,non-normal,1.10078431372549,0.3871684192337748,0.95,0.93,1.1749999999999998,0.24499999999999977,0.63,2.47,0.63,2.47,0.63,2.3354999999999992,0.9835496252970206,9.59631161144055e-164,0.8494207604445543
Mycobacterium abscessus,qualibact-v1.0,Total_Coding_Sequences,non-normal,5049.89946993237,207.43320951985854,5025.0,4901.0,5183.0,282.0,4514.0,5956.0,4644.35,5715.65,4697.0,5513.0,4635.0,5715.65,4697.0,5513.0,Mycobacterium abscessus,5471,102,normal,5063.137254901961,209.38912266520356,5046.0,4893.0,5184.75,291.75,4635.0,5522.0,4664.795,5509.375,4735.05,5492.9,0.11022826238885246,0.16256366568229944,23.586651183961067
Mycobacterium abscessus,qualibact-v1.0,Genome_Size,non-normal,5093158.692560775,164603.24145904562,5099508.0,4980947.5,5193170.0,212222.5,4638877.0,5775412.0,4758499.0,5588117.599999991,4792198.25,5452679.5,4687873.0,5588117.6,4792198.25,5452679.5,Mycobacterium abscessus,5471,102,normal,5083144.31372549,169395.084001925,5090491.0,4936884.75,5184067.5,247182.75,4687873.0,5486769.0,4735136.455,5467031.58,4800171.125,5442606.775,0.0994548797402346,0.25738415662852954,18593.68948573764
Mycobacterium avium,qualibact-v1.0,N50,non-normal,100177.28027901078,47463.125410816705,91886.0,66649.25,125546.75,58897.5,14513.0,292639.0,19886.69,246241.24000000008,29358.675,212907.27499999997,19886.69,246241.24,29358.68,212907.27,Mycobacterium avium,3154,0,,,,,,,,,,,,,,,,
Mycobacterium avium,qualibact-v1.0,number,non-normal,172.75332910589728,74.61838251323657,156.0,121.0,205.0,84.0,55.0,651.0,73.0,508.47000000000025,83.0,368.1749999999997,73.0,508.47,83.0,368.17,Mycobacterium avium,3154,0,,,,,,,,,,,,,,,,
Mycobacterium avium,qualibact-v1.0,longest,non-normal,288423.3436905517,129638.8043223353,251388.0,197236.75,358865.5,161628.75,56470.0,825407.0,96842.36,745555.255,128779.0,657394.3749999999,96842.36,745555.26,128779.0,657394.37,Mycobacterium avium,3154,0,,,,,,,,,,,,,,,,
Mycobacterium avium,qualibact-v1.0,GC_Content,non-normal,69.18093544705137,0.19833536882741654,69.29365,69.035225,69.3283,0.29307500000000175,68.1889,69.4267,68.55227099999999,69.40481150000001,68.69647250000001,69.37286999999999,68.5523,69.4048,68.6965,69.3729,Mycobacterium avium,3154,77,non-normal,69.10240389610388,0.20774455245740991,69.2218,68.9559,69.2963,0.3404000000000025,68.6117,69.3218,68.62709,69.321192,68.65679,69.31912,0.417626761317313,2.2181138064864457e-12,0.08015292146027693
Mycobacterium avium,qualibact-v1.0,Completeness_Specific,non-normal,99.99997146480659,0.0006413741174932725,100.0,100.0,100.0,0.0,99.98,100.0,100.0,100.0,100.0,100.0,93.86,100.0,100.0,100.0,Mycobacterium avium,3154,77,non-normal,97.07142857142858,1.036984532296714,97.45,96.47,97.87,1.4000000000000057,93.86,98.85,93.8942,98.6334,94.48100000000001,98.235,1.0,4.36957815119738e-157,2.928542893378024
Mycobacterium avium,qualibact-v1.0,Contamination,non-normal,0.16296448953709575,0.3200543816856028,0.05,0.03,0.11,0.08,0.0,2.32,0.0,1.7641000000000076,0.0,1.31,0.0,7.01,0.0,1.31,Mycobacterium avium,3154,77,non-normal,1.878311688311689,1.7920925899356717,0.94,0.46,2.94,2.48,0.31,7.01,0.31,6.907400000000001,0.31,6.424999999999998,0.8715916296766011,2.4889372679798046e-66,1.7153471987745927
Mycobacterium avium,qualibact-v1.0,Total_Coding_Sequences,non-normal,4797.56689917565,263.36016022983085,4692.5,4570.0,4992.75,422.75,4491.0,5763.0,4527.0,5650.47,4534.0,5424.349999999999,4527.0,5650.47,4534.0,5424.35,Mycobacterium avium,3154,77,non-normal,4896.74025974026,313.6765810035273,4783.0,4581.0,5132.0,551.0,4551.0,5619.0,4554.42,5596.96,4566.3,5547.5,0.20803926574376796,0.0024801245627767113,100.11375371616334
Mycobacterium avium,qualibact-v1.0,Genome_Size,non-normal,5034450.600190234,289987.15560345293,4870604.0,4786535.75,5283017.25,496481.5,4704365.0,6002820.0,4747173.68,5896255.625,4772216.7,5677006.274999999,4747173.68,5896255.62,4772216.7,5677006.28,Mycobacterium avium,3154,77,non-normal,5175843.090909091,324183.14832426637,5145928.0,4839032.0,5437699.0,598667.0,4773124.0,5867151.0,4778041.58,5851845.74,4804935.3,5825591.5,0.41885793344258787,1.8650222318580754e-12,142278.71519571103
Mycobacterium chelonae,qualibact-v1.0,N50,non-normal,376976.6972972973,251042.8188451831,322567.0,186219.0,465262.0,279043.0,55139.0,1408136.0,81269.76,1243992.3600000022,107051.40000000001,1058045.400000001,81269.76,1243992.36,107051.4,1058045.4,Mycobacterium chelonae,185,0,,,,,,,,,,,,,,,,
Mycobacterium chelonae,qualibact-v1.0,number,non-normal,58.76756756756757,29.75785205535066,56.0,38.0,73.0,35.0,12.0,175.0,12.92,170.40000000000006,15.600000000000001,120.60000000000002,12.92,170.4,15.6,120.6,Mycobacterium chelonae,185,0,,,,,,,,,,,,,,,,
Mycobacterium chelonae,qualibact-v1.0,longest,non-normal,767946.4324324324,365258.8363936753,735235.0,478320.0,925280.0,446960.0,142332.0,2204642.0,229895.76,1991547.0000000028,294149.8,1590846.4000000004,229895.76,1991547.0,294149.8,1590846.4,Mycobacterium chelonae,185,0,,,,,,,,,,,,,,,,
Mycobacterium chelonae,qualibact-v1.0,GC_Content,non-normal,64.00869891891892,0.08524082449738099,64.0098,63.9623,64.058,0.09570000000000789,63.6965,64.2229,63.705424,64.191712,63.84594,64.16694,63.7054,64.1917,63.8459,64.1669,Mycobacterium chelonae,185,10,normal,64.04051000000001,0.07480019318156814,64.03085,64.01582499999999,64.10952499999999,0.09369999999999834,63.9202,64.1428,63.920204500000004,64.1420215,63.9202225,64.1389075,0.3081081081081081,0.2712959917871125,0.03701864864864813
Mycobacterium chelonae,qualibact-v1.0,Completeness_Specific,non-normal,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,98.63,100.0,100.0,100.0,Mycobacterium chelonae,185,10,normal,98.95199999999998,0.24567458150976815,98.97,98.725,99.09,0.3650000000000091,98.63,99.32,98.63,99.32,98.63,99.32,1.0,1.1543485909086228e-16,1.0480000000000018
Mycobacterium chelonae,qualibact-v1.0,Contamination,non-normal,0.3097837837837838,0.2762469650203967,0.24,0.15,0.35,0.19999999999999998,0.01,2.01,0.01,1.6512000000000049,0.05600000000000001,0.9820000000000004,0.01,1.65,0.06,0.98,Mycobacterium chelonae,185,8,insufficient_data,0.07375000000000001,0.11575161985907585,0.03,0.03,0.03,0.0,0.03,0.38,0.03,0.36774999999999997,0.03,0.3187500000000001,0.8587837837837838,8.81885119722581e-07,0.23668243243243237
Mycobacterium chelonae,qualibact-v1.0,Total_Coding_Sequences,non-normal,5171.643243243243,207.76039283926235,5163.0,5029.0,5268.0,239.0,4737.0,5926.0,4771.96,5915.88,4853.0,5731.0,4736.0,5915.88,4853.0,5731.0,Mycobacterium chelonae,185,10,normal,4966.5,100.26489914222225,4962.5,4936.0,5011.0,75.0,4736.0,5160.0,4744.595,5154.015,4778.975,5130.075,0.6513513513513514,0.00019855359539526656,205.1432432432432
Mycobacterium chelonae,qualibact-v1.0,Genome_Size,non-normal,5216307.983783783,164900.88659481637,5201295.0,5104276.0,5315798.0,211522.0,4863038.0,5817492.0,4923074.44,5800362.5200000005,4963042.6,5606218.6,4855372.0,5800362.52,4963042.6,5606218.6,Mycobacterium chelonae,185,10,normal,5069632.3,100927.94230841131,5061125.5,5032893.5,5101616.25,68722.75,4855372.0,5281102.0,4863222.025,5274913.42,4894622.125,5250159.1,0.5405405405405406,0.004185446972908969,147131.28378378376
Mycobacterium intracellulare,qualibact-v1.0,N50,non-normal,175522.15921647413,118161.99167200421,116761.0,86814.0,253246.0,166432.0,28853.0,612049.0,35954.1,612047.0,48939.0,436973.0,35954.1,612047.0,48939.0,436973.0,Mycobacterium intracellulare,1991,0,,,,,,,,,,,,,,,,
Mycobacterium intracellulare,qualibact-v1.0,number,non-normal,163.51079859367152,75.47072275980675,154.0,109.0,212.5,103.5,23.0,522.0,37.95,387.5499999999995,47.0,329.0,37.95,387.55,47.0,329.0,Mycobacterium intracellulare,1991,0,,,,,,,,,,,,,,,,
Mycobacterium intracellulare,qualibact-v1.0,longest,non-normal,475198.8769462582,273481.04943017877,377571.0,238074.0,728462.0,490388.0,112527.0,1394575.0,135913.6,1282109.35,159466.0,979747.0,135913.6,1282109.35,159466.0,979747.0,Mycobacterium intracellulare,1991,0,,,,,,,,,,,,,,,,
Mycobacterium intracellulare,qualibact-v1.0,GC_Content,non-normal,67.65072385735812,0.24150749490193857,67.5879,67.50175,67.8514,0.3496499999999969,67.0679,68.441,67.190145,68.185995,67.251075,68.1069,67.1901,68.2225,67.2511,68.1069,Mycobacterium intracellulare,1991,41,normal,67.85047073170732,0.22176794974389535,67.9025,67.6868,68.0293,0.34250000000000114,67.3982,68.2225,67.40742,68.2042,67.4443,68.131,0.37733214097585477,1.204245151461922e-05,0.20031985275201844
Mycobacterium intracellulare,qualibact-v1.0,Completeness_Specific,non-normal,99.99998493219486,0.000387880152211305,100.0,100.0,100.0,0.0,99.99,100.0,100.0,100.0,100.0,100.0,94.49,100.0,100.0,100.0,Mycobacterium intracellulare,1991,41,normal,96.41341463414633,0.8869944035792814,96.35,96.05,96.85,0.7999999999999972,94.49,97.84,94.536,97.83200000000001,94.72,97.8,1.0,2.3824280778984354e-86,3.586570298048535
Mycobacterium intracellulare,qualibact-v1.0,Contamination,non-normal,0.5118432948267203,0.3844932056190923,0.39,0.26,0.63,0.37,0.02,3.12,0.07,2.202499999999998,0.11,1.6624999999999999,0.07,12.23,0.11,1.66,Mycobacterium intracellulare,1991,41,non-normal,4.065365853658537,3.5191005624434952,2.43,1.67,5.56,3.8899999999999997,0.71,12.23,0.742,12.17,0.87,11.93,0.8425108108439195,2.919039922334377e-32,3.553522558831816
Mycobacterium intracellulare,qualibact-v1.0,Total_Coding_Sequences,non-normal,5781.480160723255,435.7692200492305,5819.0,5408.5,6020.0,611.5,4898.0,7167.0,4995.65,6931.45,5064.0,6670.5,4941.0,6931.45,5064.0,6670.5,Mycobacterium intracellulare,1991,41,non-normal,5429.0,357.33000392818553,5307.0,5161.0,5577.0,416.0,4941.0,6341.0,4958.2,6311.2,5027.0,6192.0,0.4346510516837966,2.0567699616804632e-07,352.5906579608238
Mycobacterium intracellulare,qualibact-v1.0,Genome_Size,non-normal,6112754.520341537,417845.3999476623,6200407.0,5736048.5,6370485.5,634437.0,5187999.0,7280885.0,5290662.1,7117056.849999999,5391533.5,6905767.5,5257760.0,7117056.85,5391533.5,6905767.5,Mycobacterium intracellulare,1991,41,normal,5756291.292682927,365935.3355353617,5645778.0,5476270.0,5938632.0,462362.0,5257760.0,6593403.0,5275482.0,6581453.0,5346370.0,6533653.0,0.45401869387855104,4.454160117650475e-08,356691.7178645368
Mycobacterium kansasii,qualibact-v1.0,N50,non-normal,117019.61255742726,47462.40616007361,105649.0,83138.0,146382.0,63244.0,27762.0,264878.0,30324.12,247403.22000000012,35912.6,216671.79999999987,30324.12,247403.22,35912.6,216671.8,Mycobacterium kansasii,653,0,,,,,,,,,,,,,,,,
Mycobacterium kansasii,qualibact-v1.0,number,non-normal,231.32159264931087,64.92837926682688,216.0,190.0,249.0,59.0,116.0,522.0,142.04,482.44000000000005,156.0,437.69999999999993,142.04,482.44,156.0,437.7,Mycobacterium kansasii,653,0,,,,,,,,,,,,,,,,
Mycobacterium kansasii,qualibact-v1.0,longest,non-normal,416881.97702909645,174439.85167217348,373447.0,285931.0,569102.0,283171.0,120780.0,919824.0,120903.74,842927.4,140876.2,779686.1,120903.74,842927.4,140876.2,779686.1,Mycobacterium kansasii,653,0,,,,,,,,,,,,,,,,
Mycobacterium kansasii,qualibact-v1.0,GC_Content,non-normal,66.14592251148545,0.05699903976893523,66.1615,66.1202,66.1859,0.06570000000000675,65.943,66.2503,65.967948,66.24408,66.00024,66.23116,65.9679,66.2441,66.0002,66.2312,Mycobacterium kansasii,653,3,insufficient_data,66.235,0.004114203041492846,66.2375,66.23335,66.2379,0.004549999999994725,66.2292,66.2383,66.22928300000001,66.238292,66.22961500000001,66.23826,0.9709035222052067,6.576261574647396e-05,0.0892275650842264
Mycobacterium kansasii,qualibact-v1.0,Completeness_Specific,non-normal,99.99474732006126,0.006832418423680904,100.0,99.99,100.0,0.010000000000005116,99.96,100.0,99.97,100.0,99.98,100.0,99.26,100.0,99.98,100.0,Mycobacterium kansasii,653,3,insufficient_data,99.26,0.0,99.26,99.26,99.26,0.0,99.26,99.26,99.26,99.26,99.26,99.26,1.0,4.270299723797018e-08,0.7347473200612491
Mycobacterium kansasii,qualibact-v1.0,Contamination,non-normal,0.1702450229709035,0.31352357218551247,0.05,0.03,0.07,0.04000000000000001,0.01,1.88,0.01,1.4948000000000001,0.01,1.1589999999999951,0.01,1.49,0.01,1.16,Mycobacterium kansasii,653,3,insufficient_data,0.88,0.0,0.88,0.88,0.88,0.0,0.88,0.88,0.88,0.88,0.88,0.88,0.9494640122511485,0.00030489940027910725,0.7444563552833078
