species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Alistipes onderdonkii,qualibact-v1.0,no_of_contigs,,240,30.38,180,computed,warn,,240,30.38,234,30.385,234,,
Alistipes onderdonkii,qualibact-v1.0,longest,,,231264.03,821336.79,computed,warn,,,231264.03,821336.79,231264.03,821336.7900000006,,
Bacillus altitudinis,qualibact-v1.0,Genome_Size,3600000,4000000,3600000,3900000,computed,error,3600000,4000000,3639950.2,3955013,3639950.2,3878867.6,3680119.175,3953877.775
Bacillus altitudinis,qualibact-v1.0,GC_Content,40.94,41.55,41.14,41.35,computed,error,40.94,41.55,40.9485,41.5445,41.12698,41.40246,40.9654975,41.53761
Bacillus altitudinis,qualibact-v1.0,Total_Coding_Sequences,3600,4300,3600,4000,computed,error,3600,4300,3681.2,4205,3681.2,3993.6,3793,4185.5
Bacillus altitudinis,qualibact-v1.0,Completeness_Specific,90,,100,100,computed,error,90,,90.59,100,100,100,92.66025,99.12
Bacillus altitudinis,qualibact-v1.0,Contamination,,1,0,1,computed,error,,1,0,0.59,0,0.27,0.022150000000000003,0.59
Bacillus altitudinis,qualibact-v1.0,N50,153000,,160000,979907.2,computed,error,153000,,153327.2,979907.2,153327.2,979907.2,,
Bacillus altitudinis,qualibact-v1.0,no_of_contigs,,80,18.4,80,computed,error,,80,18.4,77.8,18.4,77.79999999999998,,
Bacillus altitudinis,qualibact-v1.0,longest,,,338210.6,1072627.2,computed,error,,,338210.6,1072627.2,338210.6,1072627.1999999997,,
Bacillus anthracis,qualibact-v1.0,Genome_Size,5100000,5800000,5100000,5700000,computed,info,5100000,5800000,5131633.08,5796785.84,5131633.08,5796785.84,5211222.4,5668226.074999999
Bacillus anthracis,qualibact-v1.0,GC_Content,35.04,35.49,35.08,35.32,computed,info,35.04,35.49,35.0439,35.484,35.0438585,35.372758,35.2213475,35.46024
Bacillus anthracis,qualibact-v1.0,Total_Coding_Sequences,5200,6100,5300,6000,computed,info,5200,6100,5240,6062.88,5240,6062.884999999999,5462.3,5922.75
Bacillus anthracis,qualibact-v1.0,Completeness_Specific,94,,99,100,computed,info,94,,94.84,100,99.99,100,94.88050000000001,98.76
Bacillus anthracis,qualibact-v1.0,Contamination,,5,0.01,1,computed,info,,5,0.01,4.94,0.01,1.0642999999999985,0.37,3.6574999999999784
Bacillus anthracis,qualibact-v1.0,N50,15000,,26000,1198335.39,computed,info,15000,,15652.72,1198335.39,15652.715,1198335.39,,
Bacillus anthracis,qualibact-v1.0,no_of_contigs,,740,30.6,580,computed,info,,740,30.6,735.62,30.595,735.6199999999999,,
Bacillus anthracis,qualibact-v1.0,longest,,,90050.19,1772429.22,computed,info,,,90050.19,1772429.22,90050.19,1772429.225,,
Bacillus bombysepticus,qualibact-v1.0,Genome_Size,5200000,6700000,5300000,6600000,computed,info,5200000,6700000,5225804.95,6666120.4,5225804.95,6666120.4,5870790.08,5873577.92
Bacillus bombysepticus,qualibact-v1.0,GC_Content,34.68,35.19,34.69,35.12,computed,info,34.68,35.19,34.68,35.188,34.67997,35.188045,34.9340165,34.9372835
Bacillus bombysepticus,qualibact-v1.0,Total_Coding_Sequences,5200,7300,5400,7100,computed,info,5200,7300,5236.65,7214,5236.65,7214,5942.29,5999.71
Bacillus bombysepticus,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,info,99,,99.12,100,100,100,99.12145000000001,99.40854999999999
Bacillus bombysepticus,qualibact-v1.0,Contamination,,1,0,1,computed,info,,1,0,0.73,0,0.7270000000000004,0.050100000000000006,0.0699
Bacillus bombysepticus,qualibact-v1.0,N50,15000,,24000,668132.6,computed,info,15000,,15924.05,668132.6,15924.05,668132.6000000001,,
Bacillus bombysepticus,qualibact-v1.0,no_of_contigs,,1400,50.65,1000,computed,info,,1400,50.65,1392.7,50.65,1392.700000000001,,
Bacillus bombysepticus,qualibact-v1.0,longest,,,82468.3,1505859.4,computed,info,,,82468.3,1505859.4,82468.3,1505859.4000000004,,
Bacillus cereus,qualibact-v1.0,Genome_Size,4900000,6800000,5200000,6700000,computed,warn,4900000,6800000,4981897.38,6734937.54,4981897.375,6734937.544999999,5224113.965,6544649.91
Bacillus cereus,qualibact-v1.0,GC_Content,34.68,35.64,34.74,35.42,computed,warn,34.68,35.64,34.683,35.6308,34.682998,35.56745,34.8186765,35.5519595
Bacillus cereus,qualibact-v1.0,Total_Coding_Sequences,5000,7100,5200,6900,computed,warn,5000,7100,5055.23,7065.12,5055.23,7065.12,5360.165,6640.075
Bacillus cereus,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,warn,95,,95.97,100,99.99,100,96.23055,99.22
Bacillus cereus,qualibact-v1.0,Contamination,,6,0,3,computed,warn,,6,0,5.24,0,5.24,0.06,1.3215999999999997
Bacillus cereus,qualibact-v1.0,N50,8000,,16000,749011.19,computed,warn,8000,,8535.66,749011.19,8535.664999999999,749011.1949999989,,
Bacillus cereus,qualibact-v1.0,no_of_contigs,,1130,39,840,computed,warn,,1130,39,1130,39,1130.0049999999997,,
Bacillus cereus,qualibact-v1.0,longest,,,63686.9,1956351.21,computed,warn,,,63686.9,1956351.21,63686.895,1956351.21,,
Bacillus licheniformis,qualibact-v1.0,Genome_Size,4000000,4900000,4000000,4600000,computed,warn,4000000,4900000,4087498.44,4824459,4087498.44,4575192.6,4138715.925,4784476.55
Bacillus licheniformis,qualibact-v1.0,GC_Content,45.57,46.36,45.59,46.25,computed,warn,45.57,46.36,45.5731,46.3539,45.57948,46.254516,45.574594499999996,46.33203150000001
Bacillus licheniformis,qualibact-v1.0,Total_Coding_Sequences,4100,5100,4100,4800,computed,warn,4100,5100,4139.66,5063,4139.66,4857.199999999999,4249.365,5041.345
Bacillus licheniformis,qualibact-v1.0,Completeness_Specific,92,,99,100,computed,warn,92,,92.16,100,99.98,100,92.30945,98.7524
Bacillus licheniformis,qualibact-v1.0,Contamination,,6,0.01,1,computed,warn,,6,0.01,5.88,0.01,0.8841999999999984,0.83,5.819
Bacillus licheniformis,qualibact-v1.0,N50,84000,,130000,2162561.32,computed,warn,84000,,84658.78,2162561.32,84658.78,2162561.32,,
Bacillus licheniformis,qualibact-v1.0,no_of_contigs,,170,19.74,120,computed,warn,,170,19.74,166.46,19.74,166.4599999999998,,
Bacillus licheniformis,qualibact-v1.0,longest,,,215470.96,2162561.32,computed,warn,,,215470.96,2162561.32,215470.96,2162561.32,,
Bacillus mobilis,qualibact-v1.0,Genome_Size,5200000,6100000,5300000,6100000,computed,warn,5200000,6100000,5285748.47,6018778.5,5285748.47,6018778.505,5401772.445,5731530.555
Bacillus mobilis,qualibact-v1.0,GC_Content,35.15,35.63,35.18,35.52,computed,warn,35.15,35.63,35.1575,35.6273,35.1574565,35.5424905,35.567003,35.626996999999996
Bacillus mobilis,qualibact-v1.0,Total_Coding_Sequences,5300,6300,5300,6300,computed,warn,5300,6300,5347.29,6240.3,5347.29,6240.295,5629.61,5948.39
Bacillus mobilis,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.41,100,100,100,99.41,99.41
Bacillus mobilis,qualibact-v1.0,Contamination,,2,0,2,computed,warn,,2,0,1.6,0,1.6,0.11005,0.11995
Bacillus mobilis,qualibact-v1.0,N50,17000,,19000,275465.01,computed,warn,17000,,17819.83,275465.01,17819.83,275465.01499999966,,
Bacillus mobilis,qualibact-v1.0,no_of_contigs,,790,75.64,720,computed,warn,,790,75.64,786.31,75.645,786.3099999999988,,
Bacillus mobilis,qualibact-v1.0,longest,,,113467.26,782806.03,computed,warn,,,113467.26,782806.03,113467.265,782806.0299999998,,
Bacillus mycoides,qualibact-v1.0,Genome_Size,5100000,6600000,5200000,6100000,computed,warn,5100000,6600000,5177188.48,6558090,5177188.48,6229993.64,5339587.86,6498078.2700000005
Bacillus mycoides,qualibact-v1.0,GC_Content,35.03,35.78,35.08,35.64,computed,warn,35.03,35.78,35.032,35.7729,35.03202,35.772892,35.207453,35.563723
Bacillus mycoides,qualibact-v1.0,Total_Coding_Sequences,5200,7000,5300,6300,computed,warn,5200,7000,5265.28,6955,5265.28,6432.24,5482.01,6847.990000000001
Bacillus mycoides,qualibact-v1.0,Completeness_Specific,98,,99,100,computed,warn,98,,98.74,100,99.99,100,98.7545,99.41
Bacillus mycoides,qualibact-v1.0,Contamination,,3,0,2,computed,warn,,3,0,2.21,0,1.4180000000000001,0.2,2.21
Bacillus mycoides,qualibact-v1.0,N50,7000,,10000,453503.36,computed,warn,7000,,7533.64,453503.36,7533.64,453503.36,,
Bacillus mycoides,qualibact-v1.0,no_of_contigs,,1220,53.6,1070,computed,warn,,1220,53.6,1212.6,53.6,1212.6000000000001,,
Bacillus mycoides,qualibact-v1.0,longest,,,58065.72,1232275.8,computed,warn,,,58065.72,1232275.8,58065.72,1232275.8000000003,,
Bacillus paralicheniformis,qualibact-v1.0,Genome_Size,4200000,5000000,4200000,4600000,computed,error,4200000,5000000,4261318.79,4926202,4261318.79,4542706.23,4278110.24,4865923.015
Bacillus paralicheniformis,qualibact-v1.0,GC_Content,45.5,46.11,45.58,45.94,computed,error,45.5,46.11,45.5043,46.1065,45.5659355,45.960456,45.5132505,46.086161499999996
Bacillus paralicheniformis,qualibact-v1.0,Total_Coding_Sequences,4100,5200,4200,4700,computed,error,4100,5200,4198.38,5194,4198.375,4703.635,4321.095,5109.175
Bacillus paralicheniformis,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,error,95,,95.35,100,99.98,100,95.48845,98.78
Bacillus paralicheniformis,qualibact-v1.0,Contamination,,1,0,1,computed,error,,1,0,0.35,0,0.15090000000000003,0.05,0.3236000000000001
Bacillus paralicheniformis,qualibact-v1.0,N50,130000,,158000,1099388.38,computed,error,130000,,130390.73,1099388.38,130390.73,1099388.375,,
Bacillus paralicheniformis,qualibact-v1.0,no_of_contigs,,150,19.91,130,computed,error,,150,19.91,146.82,19.91,146.815,,
Bacillus paralicheniformis,qualibact-v1.0,longest,,,332619.8,1837346.72,computed,error,,,332619.8,1837346.72,332619.8,1837346.7150000005,,
Bacillus paranthracis,qualibact-v1.0,Genome_Size,5100000,6100000,5200000,5900000,computed,info,5100000,6100000,5149464,6055697,5165415.68,5947090.680000001,5153760.6,6053890.91
Bacillus paranthracis,qualibact-v1.0,GC_Content,35.08,35.6,35.14,35.45,computed,info,35.08,35.6,35.0888,35.5962,35.088844,35.47855,35.2776025,35.589732000000005
Bacillus paranthracis,qualibact-v1.0,Total_Coding_Sequences,5200,6400,5300,6100,computed,info,5200,6400,5274.66,6308,5274.66,6147.960000000001,5319.56,6306.845
Bacillus paranthracis,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,info,94,,94.32,100,100,100,94.49324999999999,99.41
Bacillus paranthracis,qualibact-v1.0,Contamination,,2,0,2,computed,info,,2,0,1.87,0,1.8672000000000026,0.29,0.97
Bacillus paranthracis,qualibact-v1.0,N50,14000,,19000,486323.42,computed,info,14000,,14885.14,486323.42,14885.14,486323.4200000015,,
Bacillus paranthracis,qualibact-v1.0,no_of_contigs,,770,52.66,620,computed,info,,770,52.66,761.82,52.66,761.8200000000007,,
Bacillus paranthracis,qualibact-v1.0,longest,,,77728.7,1349223.76,computed,info,,,77728.7,1349223.76,77728.7,1349223.7600000016,,
Bacillus pumilus,qualibact-v1.0,Genome_Size,3500000,4100000,3600000,3900000,computed,warn,3500000,4100000,3599976.64,4059420,3599976.64,3906434.4,3611081.71,4038569.81
Bacillus pumilus,qualibact-v1.0,GC_Content,41.1,41.99,41.18,41.64,computed,warn,41.1,41.99,41.1046,41.981,41.104632,41.783635999999994,41.18591,41.975825
Bacillus pumilus,qualibact-v1.0,Total_Coding_Sequences,3600,4300,3600,3900,computed,warn,3600,4300,3609.92,4258,3609.92,4046.72,3686.15,4235
Bacillus pumilus,qualibact-v1.0,Completeness_Specific,91,,100,100,computed,warn,91,,91.57,100,100,100,91.64129999999999,97.6816
Bacillus pumilus,qualibact-v1.0,Contamination,,6,0,1,computed,warn,,6,0,5.31,0,0.3475999999999999,0.2544,5.31
Bacillus pumilus,qualibact-v1.0,N50,135000,,147000,934904.8,computed,warn,135000,,135282.88,934904.8,135282.88,934904.8,,
Bacillus pumilus,qualibact-v1.0,no_of_contigs,,90,26.56,90,computed,warn,,90,26.56,89.2,26.56,89.19999999999999,,
Bacillus pumilus,qualibact-v1.0,longest,,,319752.68,994544.44,computed,warn,,,319752.68,994544.44,319752.68,994544.4399999998,,
Bacillus safensis,qualibact-v1.0,Genome_Size,3600000,4200000,3600000,3900000,computed,warn,3600000,4200000,3615194.27,4151325,3615194.27,3900033.775,3663455,4115572.7999999993
Bacillus safensis,qualibact-v1.0,GC_Content,41.31,41.9,41.32,41.69,computed,warn,41.31,41.9,41.3145,41.8947,41.31449,41.691271,41.400240000000004,41.87034
Bacillus safensis,qualibact-v1.0,Total_Coding_Sequences,3600,4400,3600,4000,computed,warn,3600,4400,3660.5,4351,3660.495,4041.06,3767.6,4300.599999999999
Bacillus safensis,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,warn,96,,96.08,100,100,100,96.08,99.12
Bacillus safensis,qualibact-v1.0,Contamination,,1,0,1,computed,warn,,1,0,0.59,0,0.45039999999999963,0.29,0.59
Bacillus safensis,qualibact-v1.0,N50,175000,,241000,1895003.26,computed,warn,175000,,175800.14,1895003.26,175800.14,1895003.255,,
Bacillus safensis,qualibact-v1.0,no_of_contigs,,100,17.5,70,computed,warn,,100,17.5,97.29,17.495,97.28999999999974,,
Bacillus safensis,qualibact-v1.0,longest,,,401347.5,1895003.26,computed,warn,,,401347.5,1895003.26,401347.495,1895003.255,,
Bacillus spizizenii,qualibact-v1.0,Genome_Size,3900000,4300000,3900000,4200000,computed,warn,3900000,4300000,3952729,4222511,3952729,4175672.8,4027939.315,4221517.215
Bacillus spizizenii,qualibact-v1.0,GC_Content,43.49,43.98,43.6,43.86,computed,warn,43.49,43.98,43.4988,43.9747,43.49884,43.885220000000004,43.827868,43.974478999999995
Bacillus spizizenii,qualibact-v1.0,Total_Coding_Sequences,3900,4400,3900,4300,computed,warn,3900,4400,3942.2,4301,3942.2,4216.8,4129.065,4300.35
Bacillus spizizenii,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,warn,95,,95.76,100,100,100,95.92445000000001,99.41
Bacillus spizizenii,qualibact-v1.0,Contamination,,6,0.01,1,computed,warn,,6,0.01,5.88,0.006,0.44800000000000073,0.29,5.684349999999999
Bacillus spizizenii,qualibact-v1.0,N50,145000,,237000,740380.2,computed,warn,145000,,145590.4,740380.2,145590.4,740380.2000000004,,
Bacillus spizizenii,qualibact-v1.0,no_of_contigs,,100,28,80,computed,warn,,100,28,91.2,28,91.20000000000019,,
Bacillus spizizenii,qualibact-v1.0,longest,,,386839.2,1310037.6,computed,warn,,,386839.2,1310037.6,386839.2,1310037.6,,
Bacillus subtilis,qualibact-v1.0,Genome_Size,3600000,4800000,3800000,4300000,computed,warn,3600000,4800000,3684279,4703957,3831226.425,4292397.050000001,3855675.445,4585243.925000001
Bacillus subtilis,qualibact-v1.0,GC_Content,42.87,44.1,43.23,43.81,computed,warn,42.87,44.1,42.8789,44.0963,43.164030000000004,43.83370000000001,43.0185025,43.932503
Bacillus subtilis,qualibact-v1.0,Total_Coding_Sequences,3800,5000,3800,4400,computed,warn,3800,5000,3810,4985,3810,4514.275,3978.48,4876.92
Bacillus subtilis,qualibact-v1.0,Completeness_Specific,92,,100,100,computed,warn,92,,92.64,100,99.97725,100,93.36,98.62
Bacillus subtilis,qualibact-v1.0,Contamination,,16,0,1,computed,warn,,16,0,15.55,0,1.72,0.51,11.866300000000026
Bacillus subtilis,qualibact-v1.0,N50,49000,,66000,2232014.62,computed,warn,49000,,49659.95,2232014.62,49659.95,2232014.625,,
Bacillus subtilis,qualibact-v1.0,no_of_contigs,,200,18,170,computed,warn,,200,18,199,18,199,,
Bacillus subtilis,qualibact-v1.0,longest,,,149678.75,2232014.62,computed,warn,,,149678.75,2232014.62,149678.75,2232014.625,,
Bacillus thuringiensis,qualibact-v1.0,Genome_Size,5000000,7000000,5300000,6700000,computed,warn,5000000,7000000,5049730.86,6919428.96,5049730.86,6919428.96,5129844.115,6865275.07
Bacillus thuringiensis,qualibact-v1.0,GC_Content,34.56,35.72,34.61,35.25,computed,warn,34.56,35.72,34.5675,35.7116,34.567485,35.398189,34.8264635,35.608922
Bacillus thuringiensis,qualibact-v1.0,Total_Coding_Sequences,5100,7300,5400,7100,computed,warn,5100,7300,5157.41,7245.81,5157.41,7245.81,5329.865,7143.73
Bacillus thuringiensis,qualibact-v1.0,Completeness_Specific,91,,100,100,computed,warn,91,,91.61,100,100,100,92.40025,99.58
Bacillus thuringiensis,qualibact-v1.0,Contamination,,5,0,3,computed,warn,,5,0,4.28,0,2.887600000000002,0.21175000000000002,3.8003999999999984
Bacillus thuringiensis,qualibact-v1.0,N50,16000,,26000,602041.47,computed,warn,16000,,16994.09,602041.47,16994.09,602041.4700000001,,
Bacillus thuringiensis,qualibact-v1.0,no_of_contigs,,930,51.39,720,computed,warn,,930,51.39,923.49,51.39,923.4900000000001,,
Bacillus thuringiensis,qualibact-v1.0,longest,,,118886.9,1458535.71,computed,warn,,,118886.9,1458535.71,118886.9,1458535.710000001,,
Bacillus toyonensis,qualibact-v1.0,Genome_Size,5000000,6700000,5500000,6300000,computed,warn,5000000,6700000,5025419,6694533,5329982.83,6436404.57,5074366.925,6667879.95
Bacillus toyonensis,qualibact-v1.0,GC_Content,34.84,35.56,34.89,35.26,computed,warn,34.84,35.56,34.8478,35.5558,34.8478055,35.2947235,34.9448925,35.5337275
Bacillus toyonensis,qualibact-v1.0,Total_Coding_Sequences,5100,6900,5500,6500,computed,warn,5100,6900,5194,6848,5452.555,6541.68,5239.9,6824.6
Bacillus toyonensis,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,warn,96,,96.69,100,100,100,96.80624999999999,99.41
Bacillus toyonensis,qualibact-v1.0,Contamination,,2,0,2,computed,warn,,2,0,1.81,0,1.81,0.1,0.28595
Bacillus toyonensis,qualibact-v1.0,N50,19000,,26000,580182.74,computed,warn,19000,,19206.7,580182.74,19206.7,580182.74,,
Bacillus toyonensis,qualibact-v1.0,no_of_contigs,,720,49.52,650,computed,warn,,720,49.52,716.74,49.515,716.7449999999998,,
Bacillus toyonensis,qualibact-v1.0,longest,,,108988.76,1528888.38,computed,warn,,,108988.76,1528888.38,108988.765,1528888.3799999985,,
Bacillus velezensis,qualibact-v1.0,Genome_Size,3700000,4400000,3800000,4300000,computed,warn,3700000,4400000,3713516,4385679,3828109.835,4372452.48,3850032.25,4371975.25
Bacillus velezensis,qualibact-v1.0,GC_Content,45.21,46.98,45.74,46.62,computed,warn,45.21,46.98,45.2107,46.9792,45.6398495,46.652561,45.624900000000004,46.746975
Bacillus velezensis,qualibact-v1.0,Total_Coding_Sequences,3600,4500,3700,4300,computed,warn,3600,4500,3683,4481,3696.35,4397,3805.25,4471.25
Bacillus velezensis,qualibact-v1.0,Completeness_Specific,96,,100,100,computed,warn,96,,96.67,100,100,100,96.815,100
Bacillus velezensis,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.76,0,0.7233000000000004,0.01,1.5337999999999996
Bacillus velezensis,qualibact-v1.0,N50,145000,,207000,2150254.71,computed,warn,145000,,145225.78,2150254.71,145225.78,2150254.71,,
Bacillus velezensis,qualibact-v1.0,no_of_contigs,,120,18.67,90,computed,warn,,120,18.67,114.99,18.67,114.98500000000018,,
Bacillus velezensis,qualibact-v1.0,longest,,,324225.44,2150254.71,computed,warn,,,324225.44,2150254.71,324225.435,2150254.71,,
Bacillus wiedmannii,qualibact-v1.0,Genome_Size,5200000,6300000,5300000,6100000,computed,warn,5200000,6300000,5261642.32,6211130,5261642.32,6119768.76,5394826.37,6204808.01
Bacillus wiedmannii,qualibact-v1.0,GC_Content,34.91,35.47,34.94,35.35,computed,warn,34.91,35.47,34.9122,35.4669,34.912172,35.377057,35.109519999999996,35.4666
Bacillus wiedmannii,qualibact-v1.0,Total_Coding_Sequences,5300,6500,5400,6400,computed,warn,5300,6500,5348.86,6425.07,5348.86,6425.07,5627.13,6316.91
Bacillus wiedmannii,qualibact-v1.0,Completeness_Specific,98,,100,100,computed,warn,98,,98.82,100,99.9987,100,98.82,99.41
Bacillus wiedmannii,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.76,0,1.0087999999999966,0.0321,1.7188999999999997
Bacillus wiedmannii,qualibact-v1.0,N50,29000,,52000,571822.47,computed,warn,29000,,29449.84,571822.47,29449.84,571822.47,,
Bacillus wiedmannii,qualibact-v1.0,no_of_contigs,,510,46.74,360,computed,warn,,510,46.74,500.04,46.74,500.0399999999995,,
Bacillus wiedmannii,qualibact-v1.0,longest,,,202298.74,1474879.27,computed,warn,,,202298.74,1474879.27,202298.74,1474879.2699999998,,
Bacteroides caccae,qualibact-v1.0,Genome_Size,4500000,5900000,4600000,5700000,computed,warn,4500000,5900000,4570799,5846745.36,4591572.18,5846745.359999999,4570799.1,5487802.375
Bacteroides caccae,qualibact-v1.0,GC_Content,41.88,42.98,42,42.9,computed,warn,41.88,42.98,41.8835,42.9703,41.883466,42.970332,41.9047075,42.825565
Bacteroides caccae,qualibact-v1.0,Total_Coding_Sequences,3600,5100,3800,4900,computed,warn,3600,5100,3683.92,5092.68,3683.92,5092.679999999998,3699.05,4583.45
Bacteroides caccae,qualibact-v1.0,Completeness_Specific,94,,99,100,computed,warn,94,,94.54,100,98.0484,100,94.58825,96.60775
Bacteroides caccae,qualibact-v1.0,Contamination,,6,0.11,2,computed,warn,,6,0.11,5.19,0.11,2.130999999999999,0.90275,5.085499999999999
Bacteroides caccae,qualibact-v1.0,N50,16000,,82000,611279.88,computed,warn,16000,,16368.04,611279.88,16368.039999999999,611279.879999998,,
Bacteroides caccae,qualibact-v1.0,no_of_contigs,,630,32.98,320,computed,warn,,630,32.98,627.22,32.98,627.2199999999998,,
