species,scheme,metric,FINAL_lower,FINAL_upper,WARN_lower,WARN_upper,source,engine_severity,lower,upper,ml_lower,ml_upper,auto_lower,auto_upper,refseq_lower,refseq_upper
Streptococcus anginosus,qualibact-v1.0,Total_Coding_Sequences,1700,2400,1700,2300,computed,warn,1700,2400,1758.52,2328.96,1758.52,2328.96,1838.69,2262.86
Streptococcus anginosus,qualibact-v1.0,Completeness_Specific,89,,99,100,computed,warn,89,,89.11,100,99.96,100,89.2089,99.27
Streptococcus anginosus,qualibact-v1.0,Contamination,,3,0.04,2,computed,warn,,3,0.04,2.24,0.04,1.07,0.08,2.2181500000000005
Streptococcus anginosus,qualibact-v1.0,N50,70000,,81000,536511.88,computed,warn,70000,,70495.24,536511.88,70495.24,536511.8800000001,,
Streptococcus anginosus,qualibact-v1.0,no_of_contigs,,110,13.04,100,computed,warn,,110,13.04,105,13.04,105,,
Streptococcus anginosus,qualibact-v1.0,longest,,,135674.88,821824.64,computed,warn,,,135674.88,821824.64,135674.88,821824.64,,
Streptococcus canis,qualibact-v1.0,Genome_Size,1800000,2300000,1900000,2300000,computed,warn,1800000,2300000,1874633.2,2265274,1874633.2,2264286.88,2085290.75,2263098.1
Streptococcus canis,qualibact-v1.0,GC_Content,39.44,39.87,39.47,39.78,computed,warn,39.44,39.87,39.4413,39.8602,39.441328,39.7777,39.6055075,39.8571875
Streptococcus canis,qualibact-v1.0,Total_Coding_Sequences,1700,2300,1800,2300,computed,warn,1700,2300,1788,2247,1788,2238.84,2064.375,2245.075
Streptococcus canis,qualibact-v1.0,Completeness_Specific,99,,100,100,computed,warn,99,,99.43,100,100,100,99.43275000000001,99.54
Streptococcus canis,qualibact-v1.0,Contamination,,2,0.13,1,computed,warn,,2,0.13,1.05,0.13,1.05,0.1313,0.3887
Streptococcus canis,qualibact-v1.0,N50,45000,,55000,230759,computed,warn,45000,,45211.44,230759,45211.44,230759,,
Streptococcus canis,qualibact-v1.0,no_of_contigs,,150,42,130,computed,warn,,150,42,144,42,144,,
Streptococcus canis,qualibact-v1.0,longest,,,122547,447153.72,computed,warn,,,122547,447153.72,122547,447153.72,,
Streptococcus dysgalactiae,qualibact-v1.0,Genome_Size,1900000,2400000,1900000,2300000,computed,info,1900000,2400000,1961974,2338762,1961974,2277880.2,2025792.35,2338582.925
Streptococcus dysgalactiae,qualibact-v1.0,GC_Content,38.99,39.92,39.09,39.57,computed,info,38.99,39.92,38.9992,39.9191,38.99922,39.62014,39.16213,39.9160775
Streptococcus dysgalactiae,qualibact-v1.0,Total_Coding_Sequences,1900,2500,1900,2300,computed,info,1900,2500,1929.6,2418,1929.6,2329.0000000000005,2006.975,2395.8999999999996
Streptococcus dysgalactiae,qualibact-v1.0,Completeness_Specific,91,,100,100,computed,info,91,,91.2,100,100,100,91.2975,98.60175
Streptococcus dysgalactiae,qualibact-v1.0,Contamination,,4,0.1,1,computed,info,,4,0.1,3.98,0.1,0.6280000000000018,0.12,3.5737499999999964
Streptococcus dysgalactiae,qualibact-v1.0,N50,33000,,45000,122706.8,computed,info,33000,,33205.4,122706.8,33205.4,122706.80000000018,,
Streptococcus dysgalactiae,qualibact-v1.0,no_of_contigs,,190,65.6,160,computed,info,,190,65.6,187,65.6,187.00000000000045,,
Streptococcus dysgalactiae,qualibact-v1.0,longest,,,88314.4,301612.4,computed,info,,,88314.4,301612.4,88314.4,301612.4,,
Streptococcus equi,qualibact-v1.0,Genome_Size,1900000,2300000,2000000,2200000,computed,info,1900000,2300000,1980516.54,2284597,1980516.535,2201499.15,2027425.8,2282091.8
Streptococcus equi,qualibact-v1.0,GC_Content,40.95,41.86,41.12,41.72,computed,info,40.95,41.86,40.9515,41.8554,40.9514865,41.791996000000005,41.25698,41.85226
Streptococcus equi,qualibact-v1.0,Total_Coding_Sequences,1800,2300,1800,2200,computed,info,1800,2300,1835.82,2240,1835.82,2200.3150000000005,1915.8,2234
Streptococcus equi,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,info,97,,97.08,100,99.99,100,97.112,99.34
Streptococcus equi,qualibact-v1.0,Contamination,,2,0.05,1,computed,info,,2,0.05,1.72,0.05,0.9104500000000008,0.12,1.6839999999999995
Streptococcus equi,qualibact-v1.0,N50,24000,,29000,124776.03,computed,info,24000,,24412.8,124776.03,24412.795,124776.03000000012,,
Streptococcus equi,qualibact-v1.0,no_of_contigs,,210,44.96,200,computed,info,,210,44.96,203.05,44.955,203.04500000000007,,
Streptococcus equi,qualibact-v1.0,longest,,,65941.57,340481.83,computed,info,,,65941.57,340481.83,65941.57,340481.8250000002,,
Streptococcus gordonii,qualibact-v1.0,Genome_Size,2100000,2400000,2100000,2300000,computed,error,2100000,2400000,2106325.75,2322064.65,2106325.75,2322064.65,2123820.525,2281338.075
Streptococcus gordonii,qualibact-v1.0,GC_Content,40.17,40.69,40.25,40.64,computed,error,40.17,40.69,40.1797,40.6838,40.179735,40.63966,40.3574725,40.676989999999996
Streptococcus gordonii,qualibact-v1.0,Total_Coding_Sequences,2000,2300,2000,2300,computed,error,2000,2300,2010.2,2277.75,2010.2,2277.75,2085.95,2261.4
Streptococcus gordonii,qualibact-v1.0,Completeness_Specific,99,,99,100,computed,error,99,,99.23,100,99.98,100,99.23,99.89325000000001
Streptococcus gordonii,qualibact-v1.0,Contamination,,1,0.01,1,computed,error,,1,0.01,0.49,0.01,0.49149999999999905,0.39,0.39
Streptococcus gordonii,qualibact-v1.0,N50,104000,,148000,687817.55,computed,error,104000,,104257.05,687817.55,104257.05,687817.55,,
Streptococcus gordonii,qualibact-v1.0,no_of_contigs,,70,12,50,computed,error,,70,12,60.05,12,60.04999999999997,,
Streptococcus gordonii,qualibact-v1.0,longest,,,228132.05,1002499.55,computed,error,,,228132.05,1002499.55,228132.05,1002499.5499999999,,
Streptococcus mitis,qualibact-v1.0,Genome_Size,1800000,2300000,1800000,2300000,computed,warn,1800000,2300000,1817526.28,2259601.02,1817526.28,2259601.0199999996,1868857.18,2217255.52
Streptococcus mitis,qualibact-v1.0,GC_Content,39.25,41.19,39.44,40.72,computed,warn,39.25,41.19,39.2525,41.1815,39.252475999999994,41.181454,39.610016,40.513683
Streptococcus mitis,qualibact-v1.0,Total_Coding_Sequences,1700,2300,1700,2200,computed,warn,1700,2300,1731,2225.28,1731,2225.2799999999997,1797.09,2163.57
Streptococcus mitis,qualibact-v1.0,Completeness_Specific,92,,99,100,computed,warn,92,,92.31,100,99.76859999999999,100,92.6898,99.82
Streptococcus mitis,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.11,0,0.6413999999999999,0.2,1.1082
Streptococcus mitis,qualibact-v1.0,N50,41000,,55000,552485.44,computed,warn,41000,,41659.84,552485.44,41659.840000000004,552485.44,,
Streptococcus mitis,qualibact-v1.0,no_of_contigs,,170,14,120,computed,warn,,170,14,165.96,14,165.9599999999998,,
Streptococcus mitis,qualibact-v1.0,longest,,,100454.12,902186,computed,warn,,,100454.12,902186,100454.12,902185.9999999995,,
Streptococcus mutans,qualibact-v1.0,Genome_Size,1900000,2200000,1900000,2100000,computed,warn,1900000,2200000,1929699.19,2115009,1929699.19,2109916.4,1976669.135,2114976.825
Streptococcus mutans,qualibact-v1.0,GC_Content,36.56,37.06,36.59,36.91,computed,warn,36.56,37.06,36.5686,37.0527,36.5686155,36.923511,36.740575500000006,37.050951
Streptococcus mutans,qualibact-v1.0,Total_Coding_Sequences,1800,2100,1800,2000,computed,warn,1800,2100,1825.1,2080,1825.105,2013.4249999999997,1940.99,2079.505
Streptococcus mutans,qualibact-v1.0,Completeness_Specific,94,,100,100,computed,warn,94,,94.29,100,99.99,100,94.30980000000001,99.57
Streptococcus mutans,qualibact-v1.0,Contamination,,3,0.03,1,computed,warn,,3,0.03,2.13,0.03,0.6863499999999976,0.35824999999999996,2.0772000000000004
Streptococcus mutans,qualibact-v1.0,N50,74000,,109000,677526.24,computed,warn,74000,,74722.32,677526.24,74722.32,677526.235,,
Streptococcus mutans,qualibact-v1.0,no_of_contigs,,90,13,60,computed,warn,,90,13,82.05,13,82.05499999999984,,
Streptococcus mutans,qualibact-v1.0,longest,,,208004.27,791977.49,computed,warn,,,208004.27,791977.49,208004.27,791977.4949999996,,
Streptococcus oralis,qualibact-v1.0,Genome_Size,1700000,2200000,1800000,2200000,computed,warn,1700000,2200000,1788851.8,2187268,1788851.805,2177119.6600000006,1873111.105,2172645.61
Streptococcus oralis,qualibact-v1.0,GC_Content,39.39,41.51,39.86,41.39,computed,warn,39.39,41.51,39.3931,41.5089,39.39311,41.435332,40.911239,41.5088535
Streptococcus oralis,qualibact-v1.0,Total_Coding_Sequences,1700,2200,1700,2100,computed,warn,1700,2200,1733.7,2190,1733.695,2139.575000000001,1832.975,2172.02
Streptococcus oralis,qualibact-v1.0,Completeness_Specific,96,,99,100,computed,warn,96,,96.05,100,99.92005,100,96.15075,99.83
Streptococcus oralis,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.97,0,0.5699500000000006,0.09,1.9296999999999997
Streptococcus oralis,qualibact-v1.0,N50,54000,,84000,1387286.01,computed,warn,54000,,54033.9,1387286.01,54033.9,1387286.0050000006,,
Streptococcus oralis,qualibact-v1.0,no_of_contigs,,120,8,80,computed,warn,,120,8,111.97,8,111.97000000000037,,
Streptococcus oralis,qualibact-v1.0,longest,,,175688.98,1387286.01,computed,warn,,,175688.98,1387286.01,175688.98,1387286.0050000006,,
Streptococcus parasanguinis,qualibact-v1.0,Genome_Size,2000000,2300000,2000000,2300000,computed,warn,2000000,2300000,2009054.14,2286952,2009054.135,2271343.49,2122323.375,2284068.425
Streptococcus parasanguinis,qualibact-v1.0,GC_Content,41.29,42.18,41.33,42.08,computed,warn,41.29,42.18,41.2987,42.1714,41.298709,42.171443000000004,41.61542,42.00667
Streptococcus parasanguinis,qualibact-v1.0,Total_Coding_Sequences,1900,2200,1900,2200,computed,warn,1900,2200,1903.6,2180,1903.605,2162.58,2050.025,2177.35
Streptococcus parasanguinis,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,warn,97,,97.21,100,99.99,100,97.21124999999999,99.53999999999999
Streptococcus parasanguinis,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.23,0,0.09,0.25,1.2194999999999998
Streptococcus parasanguinis,qualibact-v1.0,N50,59000,,71000,634473.4,computed,warn,59000,,59674.58,634473.4,59674.585,634473.405,,
Streptococcus parasanguinis,qualibact-v1.0,no_of_contigs,,90,12.07,80,computed,warn,,90,12.07,83.4,12.07,83.39500000000001,,
Streptococcus parasanguinis,qualibact-v1.0,longest,,,169690.47,987845.81,computed,warn,,,169690.47,987845.81,169690.47,987845.8100000002,,
Streptococcus pneumoniae,qualibact-v1.0,Genome_Size,1900000,2400000,1900000,2200000,computed,info,1900000,2400000,1966616.46,2310574,1966616.46,2234856.4700000007,1995021.9,2293398.72
Streptococcus pneumoniae,qualibact-v1.0,GC_Content,39.38,39.95,39.43,39.79,computed,info,39.38,39.95,39.382,39.9407,39.382023,39.8177,39.434705,39.909082
Streptococcus pneumoniae,qualibact-v1.0,Total_Coding_Sequences,1900,2500,1900,2300,computed,info,1900,2500,1961,2415,1961,2343,2054.775,2406.0299999999997
Streptococcus pneumoniae,qualibact-v1.0,Completeness_Specific,97,,100,100,computed,info,97,,97.02,100,100,100,97.724,99.78
Streptococcus pneumoniae,qualibact-v1.0,Contamination,,3,0.02,1,computed,info,,3,0.02,2.73,0.02,0.85,0.31,1.9377999999999997
Streptococcus pneumoniae,qualibact-v1.0,N50,25000,,33000,259422.43,computed,info,25000,,25319.76,259422.43,25319.760000000002,259422.43000000063,,
Streptococcus pneumoniae,qualibact-v1.0,no_of_contigs,,210,29,180,computed,info,,210,29,208,29,208,,
Streptococcus pneumoniae,qualibact-v1.0,longest,,,76973.92,614045,computed,info,,,76973.92,614045,76973.92,614045,,
Streptococcus pseudopneumoniae,qualibact-v1.0,Genome_Size,2000000,2400000,2100000,2400000,computed,info,2000000,2400000,2021588.46,2335725.7,2021588.46,2335725.6950000003,2195458,2195458
Streptococcus pseudopneumoniae,qualibact-v1.0,GC_Content,39.51,39.99,39.6,39.93,computed,info,39.51,39.99,39.5193,39.9845,39.5192665,39.9845305,39.7907,39.7907
Streptococcus pseudopneumoniae,qualibact-v1.0,Total_Coding_Sequences,1900,2500,2100,2500,computed,info,1900,2500,1966.06,2432,1966.06,2432,2299,2299
Streptococcus pseudopneumoniae,qualibact-v1.0,Completeness_Specific,98,,99,100,computed,info,98,,98.16,100,99.98,100,98.16,98.16
Streptococcus pseudopneumoniae,qualibact-v1.0,Contamination,,1,0.01,1,computed,info,,1,0.01,0.74,0.01,0.7385000000000014,0.3,0.3
Streptococcus pseudopneumoniae,qualibact-v1.0,N50,27000,,35000,125390.66,computed,info,27000,,27945.87,125390.66,27945.87,125390.66000000005,,
Streptococcus pseudopneumoniae,qualibact-v1.0,no_of_contigs,,270,59.08,230,computed,info,,270,59.08,263.91,59.074999999999996,263.9100000000001,,
Streptococcus pseudopneumoniae,qualibact-v1.0,longest,,,89148.47,354485.24,computed,info,,,89148.47,354485.24,89148.47,354485.24000000034,,
Streptococcus pyogenes,qualibact-v1.0,Genome_Size,1600000,2100000,1700000,2000000,computed,info,1600000,2100000,1685325.54,2067793,1685325.535,1948555.5900000003,1709487.06,2038025.1299999994
Streptococcus pyogenes,qualibact-v1.0,GC_Content,38.08,38.69,38.14,38.45,computed,info,38.08,38.69,38.0836,38.688,38.0835685,38.471,38.243117500000004,38.651594499999995
Streptococcus pyogenes,qualibact-v1.0,Total_Coding_Sequences,1500,2100,1600,2000,computed,info,1500,2100,1579,2094,1579,1950,1668,2085.06
Streptococcus pyogenes,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,info,97,,97.61,100,99.98,100,97.68235,99.78
Streptococcus pyogenes,qualibact-v1.0,Contamination,,3,0.01,1,computed,info,,3,0.01,2.75,0.01,0.68,0.03,2.7179999999999995
Streptococcus pyogenes,qualibact-v1.0,N50,57000,,77000,289318,computed,info,57000,,57237.74,289318,57237.74,289318,,
Streptococcus pyogenes,qualibact-v1.0,no_of_contigs,,100,18,80,computed,info,,100,18,92,18,92,,
Streptococcus pyogenes,qualibact-v1.0,longest,,,136758.89,751711,computed,info,,,136758.89,751711,136758.895,751711,,
Streptococcus salivarius,qualibact-v1.0,Genome_Size,1900000,2600000,2000000,2500000,computed,warn,1900000,2600000,1999501,2564378,2056384.16,2429848.04,2024365.315,2544503.6
Streptococcus salivarius,qualibact-v1.0,GC_Content,39.3,40.25,39.34,40.06,computed,warn,39.3,40.25,39.3089,40.2441,39.308887999999996,40.101184,39.436953499999994,40.238171
Streptococcus salivarius,qualibact-v1.0,Total_Coding_Sequences,1800,2500,1800,2300,computed,warn,1800,2500,1876.04,2494,1876.04,2262.08,1948.92,2469.9900000000002
Streptococcus salivarius,qualibact-v1.0,Completeness_Specific,93,,99,100,computed,warn,93,,93.91,100,99.97,100,93.98105,99.3814
Streptococcus salivarius,qualibact-v1.0,Contamination,,8,0.01,1,computed,warn,,8,0.01,7.56,0.01,0.8063999999999999,0.55,7.349300000000002
Streptococcus salivarius,qualibact-v1.0,N50,55000,,65000,326360.24,computed,warn,55000,,55166,326360.24,55166,326360.2399999999,,
Streptococcus salivarius,qualibact-v1.0,no_of_contigs,,110,26.88,100,computed,warn,,110,26.88,108.8,26.88,108.79999999999998,,
Streptococcus salivarius,qualibact-v1.0,longest,,,128520.44,665781.52,computed,warn,,,128520.44,665781.52,128520.44,665781.5199999999,,
Streptococcus suis,qualibact-v1.0,Genome_Size,1900000,2700000,1900000,2500000,computed,warn,1900000,2700000,1913862.62,2626999,1913862.625,2513218.0749999997,1979265.695,2575482.7999999993
Streptococcus suis,qualibact-v1.0,GC_Content,39.29,43.69,39.57,42.16,computed,warn,39.29,43.69,39.2996,43.6849,39.2995925,43.679472499999996,40.8435645,41.845585499999984
Streptococcus suis,qualibact-v1.0,Total_Coding_Sequences,1800,2700,1800,2500,computed,warn,1800,2700,1860,2643,1860,2547,1922.895,2539.179999999999
Streptococcus suis,qualibact-v1.0,Completeness_Specific,93,,99,100,computed,warn,93,,93.2,100,99.97,100,93.58485,99.88
Streptococcus suis,qualibact-v1.0,Contamination,,5,0,1,computed,warn,,5,0,4.42,0,0.5,0.09,4.313199999999998
Streptococcus suis,qualibact-v1.0,N50,20000,,28000,222876.12,computed,warn,20000,,20929.78,222876.12,20929.775,222876.125,,
Streptococcus suis,qualibact-v1.0,no_of_contigs,,280,29.22,240,computed,warn,,280,29.22,278,29.225,278,,
Streptococcus suis,qualibact-v1.0,longest,,,65175.98,477161.12,computed,warn,,,65175.98,477161.12,65175.975,477161.1249999999,,
Streptococcus uberis,qualibact-v1.0,Genome_Size,1700000,2100000,1800000,2100000,computed,info,1700000,2100000,1797421.35,2089737.25,1797421.35,2089737.2500000002,1852524.35,2023535.04
Streptococcus uberis,qualibact-v1.0,GC_Content,36.11,36.69,36.17,36.6,computed,info,36.11,36.69,36.116,36.6801,36.115995,36.646205,36.529409,36.679375500000006
Streptococcus uberis,qualibact-v1.0,Total_Coding_Sequences,1700,2100,1700,2100,computed,info,1700,2100,1765.85,2097.6,1765.85,2097.6000000000004,1882.015,2024.52
Streptococcus uberis,qualibact-v1.0,Completeness_Specific,98,,99,100,computed,info,98,,98.1,100,99.97,100,98.11394999999999,99.61
Streptococcus uberis,qualibact-v1.0,Contamination,,2,0,1,computed,info,,2,0,1.16,0,0.3215000000000009,1.16,1.16
Streptococcus uberis,qualibact-v1.0,N50,34000,,95000,1052279.1,computed,info,34000,,34062,1052279.1,34062,1052279.1,,
Streptococcus uberis,qualibact-v1.0,no_of_contigs,,120,10.85,80,computed,info,,120,10.85,119,10.850000000000001,119,,
Streptococcus uberis,qualibact-v1.0,longest,,,102974.9,1052279.1,computed,info,,,102974.9,1052279.1,102974.9,1052279.1,,
Streptomyces albidoflavus,qualibact-v1.0,Genome_Size,6300000,7500000,6700000,7400000,computed,warn,6300000,7500000,6341040,7493909.45,6611095.26,7493909.45,6418490.13,7354725.7
Streptomyces albidoflavus,qualibact-v1.0,GC_Content,73.01,73.56,73.06,73.53,computed,warn,73.01,73.56,73.0128,73.5569,73.012795,73.55687900000001,73.04443,73.501464
Streptomyces albidoflavus,qualibact-v1.0,Total_Coding_Sequences,5700,6900,5800,6700,computed,warn,5700,6900,5789,6814.54,5807.885,6814.54,5815.18,6455.05
Streptomyces albidoflavus,qualibact-v1.0,Completeness_Specific,97,,99,100,computed,warn,97,,97.19,100,99.73355000000001,100,97.4739,99.53
Streptomyces albidoflavus,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.42,0,1.1728500000000006,0.13,1.42
Streptomyces albidoflavus,qualibact-v1.0,N50,10000,,12000,642191.26,computed,warn,10000,,10261.28,642191.26,10261.28,642191.26,,
Streptomyces albidoflavus,qualibact-v1.0,no_of_contigs,,1260,46.22,990,computed,warn,,1260,46.22,1254.84,46.225,1254.835,,
Streptomyces albidoflavus,qualibact-v1.0,longest,,,53791.08,1323353.4,computed,warn,,,53791.08,1323353.4,53791.08,1323353.4000000001,,
Streptomyces anthocyanicus,qualibact-v1.0,Genome_Size,8100000,9100000,8400000,8900000,computed,warn,8100000,9100000,8144841.74,9076858,8144841.735,8901430.8,8508668.725,9076576.675
Streptomyces anthocyanicus,qualibact-v1.0,GC_Content,71.95,72.27,72.07,72.23,computed,warn,71.95,72.27,71.9525,72.2666,72.04413,72.26662900000001,71.9533325,72.1928975
Streptomyces anthocyanicus,qualibact-v1.0,Total_Coding_Sequences,7300,8400,7600,8100,computed,warn,7300,8400,7371.44,8328,7371.435,8078.765,7706.225,8321.3
Streptomyces anthocyanicus,qualibact-v1.0,Completeness_Specific,100,,100,100,computed,warn,100,,100,100,100,100,100,100
Streptomyces anthocyanicus,qualibact-v1.0,Contamination,,1,0,1,computed,warn,,1,0,0.45,0,0.4492499999999994,0.0906,0.4461
Streptomyces anthocyanicus,qualibact-v1.0,N50,32000,,52000,406808.55,computed,warn,32000,,32859.2,406808.55,32859.2,406808.55,,
Streptomyces anthocyanicus,qualibact-v1.0,no_of_contigs,,570,94.6,350,computed,warn,,570,94.6,565,94.605,565.0049999999995,,
Streptomyces anthocyanicus,qualibact-v1.0,longest,,,152651.44,988894.6,computed,warn,,,152651.44,988894.6,152651.435,988894.5999999995,,
Stutzerimonas stutzeri,qualibact-v1.0,Genome_Size,4200000,5100000,4300000,5100000,computed,warn,4200000,5100000,4205356,5066586,4311421,5044852.75,4221908.99,5059813.26
Stutzerimonas stutzeri,qualibact-v1.0,GC_Content,59.67,64.34,62.65,64.18,computed,warn,59.67,64.34,59.6737,64.3314,61.317875,64.238925,59.681737,64.324978
Stutzerimonas stutzeri,qualibact-v1.0,Total_Coding_Sequences,3900,4800,4000,4800,computed,warn,3900,4800,3985.25,4775.5,3985.25,4775.5,3999.85,4690.15
Stutzerimonas stutzeri,qualibact-v1.0,Completeness_Specific,95,,99,100,computed,warn,95,,95.89,100,99.99,100,96.0667,99.81
Stutzerimonas stutzeri,qualibact-v1.0,Contamination,,3,0,2,computed,warn,,3,0,2.53,0,1.3599999999999999,0.02,2.267800000000003
Stutzerimonas stutzeri,qualibact-v1.0,N50,112000,,135000,673405,computed,warn,112000,,112976.5,673405,112976.5,673405,,
Stutzerimonas stutzeri,qualibact-v1.0,no_of_contigs,,240,23.25,170,computed,warn,,240,23.25,230.75,23.25,230.75,,
Stutzerimonas stutzeri,qualibact-v1.0,longest,,,275978.75,1096839.5,computed,warn,,,275978.75,1096839.5,275978.75,1096839.5,,
Taylorella equigenitalis,qualibact-v1.0,Genome_Size,1600000,1800000,1600000,1700000,computed,warn,1600000,1800000,1615015,1739054,1615015,1711338.4,1638835,1737351.25
Taylorella equigenitalis,qualibact-v1.0,GC_Content,37.28,37.59,37.36,37.52,computed,warn,37.28,37.59,37.2883,37.5865,37.28828,37.520812,37.321175,37.58095
Taylorella equigenitalis,qualibact-v1.0,Total_Coding_Sequences,1400,1700,1400,1600,computed,warn,1400,1700,1481.97,1631,1481.97,1607.06,1519,1631
Taylorella equigenitalis,qualibact-v1.0,Completeness_Specific,93,,99,100,computed,warn,93,,93.93,100,99.99,100,93.97,99.29499999999999
Taylorella equigenitalis,qualibact-v1.0,Contamination,,9,0.02,1,computed,warn,,9,0.02,8.41,0.02,0.060300000000000006,4.65,8.1925
Taylorella equigenitalis,qualibact-v1.0,N50,143000,,207000,439476.06,computed,warn,143000,,143340.94,439476.06,143340.94,439476.06,,
Taylorella equigenitalis,qualibact-v1.0,no_of_contigs,,50,12.97,50,computed,warn,,50,12.97,47.09,12.97,47.09,,
Taylorella equigenitalis,qualibact-v1.0,longest,,,309686.62,463237.47,computed,warn,,,309686.62,463237.47,309686.62,463237.47,,
Treponema pallidum,qualibact-v1.0,Genome_Size,1000000,1500000,1100000,1400000,computed,error,1000000,1500000,1020185.72,1438551.44,1020185.72,1438551.4400000002,1138052.31,1141221.49
Treponema pallidum,qualibact-v1.0,GC_Content,51.54,52.91,52.03,52.79,computed,error,51.54,52.91,51.5496,52.9066,51.549636,52.906580000000005,52.77605,52.801953499999996
Treponema pallidum,qualibact-v1.0,Total_Coding_Sequences,900,1500,1000,1400,computed,error,900,1500,994.8,1451.92,994.8,1451.92,1035,1061.065
Treponema pallidum,qualibact-v1.0,Completeness_Specific,79,,87,99.67,computed,error,79,,79.99,99.67,79.9912,99.6724,96.999,99.66
Treponema pallidum,qualibact-v1.0,Contamination,,2,0.03,2,computed,error,,2,0.03,1.9,0.025200000000000004,1.8996000000000002,1.0089,1.44
Treponema pallidum,qualibact-v1.0,N50,6000,,14000,599003.88,computed,error,6000,,6894.72,599003.88,6894.72,599003.88,,
Treponema pallidum,qualibact-v1.0,no_of_contigs,,570,22,360,computed,error,,570,22,563,22,563.0000000000014,,
Treponema pallidum,qualibact-v1.0,longest,,,27662.04,599057.96,computed,error,,,27662.04,599057.96,27662.04,599057.96,,
Turicibacter sanguinis,qualibact-v1.0,Genome_Size,2900000,3300000,2900000,3200000,computed,warn,2900000,3300000,2903405.69,3214385.36,2903405.69,3214385.36,2999687,2999687
Turicibacter sanguinis,qualibact-v1.0,GC_Content,34.03,34.38,34.03,34.27,computed,warn,34.03,34.38,34.038,34.3733,34.038025,34.289123,34.3733,34.3733
Turicibacter sanguinis,qualibact-v1.0,Total_Coding_Sequences,2700,3200,2700,3200,computed,warn,2700,3200,2753.12,3188.22,2753.12,3188.22,2919,2919
Turicibacter sanguinis,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,warn,95,,95.65,100,99.99,100,95.65,95.65
Turicibacter sanguinis,qualibact-v1.0,Contamination,,4,0.13,2,computed,warn,,4,0.13,3.29,0.1278,1.7995999999999948,3.29,3.29
Turicibacter sanguinis,qualibact-v1.0,N50,11000,,16000,134532.38,computed,warn,11000,,11923.69,134532.38,11923.69,134532.37999999977,,
Turicibacter sanguinis,qualibact-v1.0,no_of_contigs,,560,69,400,computed,warn,,560,69,556.76,69,556.7599999999998,,
Turicibacter sanguinis,qualibact-v1.0,longest,,,76638.75,312392.24,computed,warn,,,76638.75,312392.24,76638.75,312392.24,,
Vibrio alginolyticus,qualibact-v1.0,Genome_Size,4800000,5800000,5000000,5500000,computed,warn,4800000,5800000,4895483,5724939,5017631.965,5446324.26,4952184.545,5711972.505
Vibrio alginolyticus,qualibact-v1.0,GC_Content,44.29,44.83,44.43,44.67,computed,warn,44.29,44.83,44.2982,44.8266,44.379248000000004,44.710736000000004,44.2998065,44.820786
Vibrio alginolyticus,qualibact-v1.0,Total_Coding_Sequences,4400,5300,4500,5000,computed,warn,4400,5300,4483,5296,4507.495,4999.605,4522.525,5277.385
Vibrio alginolyticus,qualibact-v1.0,Completeness_Specific,95,,100,100,computed,warn,95,,95.05,100,100,100,95.24889999999999,99.6
Vibrio alginolyticus,qualibact-v1.0,Contamination,,4,0,1,computed,warn,,4,0,3.76,0,0.47,0.6404,3.7497999999999996
Vibrio alginolyticus,qualibact-v1.0,N50,77000,,92000,817478.14,computed,warn,77000,,77168.1,817478.14,77168.1,817478.1399999999,,
Vibrio alginolyticus,qualibact-v1.0,no_of_contigs,,220,67.99,180,computed,warn,,220,67.99,217.5,67.99,217.505,,
Vibrio alginolyticus,qualibact-v1.0,longest,,,235263.64,1858166.12,computed,warn,,,235263.64,1858166.12,235263.645,1858166.12,,
Vibrio anguillarum,qualibact-v1.0,Genome_Size,3800000,4900000,3800000,4400000,computed,warn,3800000,4900000,3815753.9,4897690,3815753.9,4500058.149999999,4018634.15,4871581.075
Vibrio anguillarum,qualibact-v1.0,GC_Content,44.18,44.73,44.23,44.64,computed,warn,44.18,44.73,44.1811,44.725,44.181105,44.724995,44.3596575,44.685355
Vibrio anguillarum,qualibact-v1.0,Total_Coding_Sequences,3400,4600,3500,4100,computed,warn,3400,4600,3415.4,4586,3415.4,4281.5,3603.45,4565.375
Vibrio anguillarum,qualibact-v1.0,Completeness_Specific,96,,99,100,computed,warn,96,,96.89,100,99.99,100,96.995,99.7955
Vibrio anguillarum,qualibact-v1.0,Contamination,,2,0,1,computed,warn,,2,0,1.23,0,0.7004999999999998,0.04,1.22925
Vibrio anguillarum,qualibact-v1.0,N50,33000,,35000,408958.45,computed,warn,33000,,33629.95,408958.45,33629.95,408958.4499999999,,
Vibrio anguillarum,qualibact-v1.0,no_of_contigs,,340,85.2,310,computed,warn,,340,85.2,339.65,85.2,339.64999999999964,,
Vibrio anguillarum,qualibact-v1.0,longest,,,99524,798807.6,computed,warn,,,99524,798807.6,99524,798807.5999999989,,
